Numero,Titulo,Autor,Co-autor,Ano-de-Publicacao,Titulo-original,Tradutor,Co-tradutor,Ano-de-edicao,alias,Autor2-alias,Tradutor1-alias,Tradutor2-alias,Titulo-link,Capa,pags,Capa-link,Serie,anterior,seguinte,Livro-isfdb,Livro-isfdb-original,Livro-bibliowiki
59,Partida Para o Espaço,C M Kornbluth,,1960,Takeoff,Mário-Henrique Leiria,,1952,C-M-Kornbluth,,Mario-Henrique-Leiria,,59-Partida-Para-o-Espaco,Lima de Freitas,200,Lima-de-Freitas,,58-A-Rainha-Rebelde,60-O-Vagabundo-das-Estrelas,http://www.isfdb.org/cgi-bin/pl.cgi?373431,http://www.isfdb.org/cgi-bin/title.cgi?3978,/index.php/Partida_Para_o_Espa%C3%A7o
60,O Vagabundo das Estrelas,Stefan Wul,,1960,L'Orphelin de Perdide,Mário-Henrique Leiria,,1958,Stefan-Wul,,Mario-Henrique-Leiria,,60-O-Vagabundo-das-Estrelas,Lima de Freitas,154,Lima-de-Freitas,,59-Partida-Para-o-Espaco,61-A-Superficie-do-Planeta,http://www.isfdb.org/cgi-bin/pl.cgi?373432,http://www.isfdb.org/cgi-bin/title.cgi?1376552,/index.php/O_Vagabundo_das_Estrelas_(Wul)
61,A Superfície do Planeta,Daniel Drode,,1961,Surface de la Planète,Mário-Henrique Leiria,,1959,Daniel-Drode,,Mario-Henrique-Leiria,,61-A-Superficie-do-Planeta,Lima de Freitas,149,Lima-de-Freitas,,60-O-Vagabundo-das-Estrelas,62-Rumo-ao-Universo,http://www.isfdb.org/cgi-bin/pl.cgi?373433,http://www.isfdb.org/cgi-bin/title.cgi?1376554,/index.php/A_Superf%C3%ADcie_do_Planeta
62,Rumo ao Universo,A E Van Vogt,,1961,Destination,Mário-Henrique Leiria,,1952,A-E-Van-Vogt,,Mario-Henrique-Leiria,,62-Rumo-ao-Universo,Lima de Freitas,157,Lima-de-Freitas,Rull,61-A-Superficie-do-Planeta,63-O-Tempo-das-Estrelas,http://www.isfdb.org/cgi-bin/pl.cgi?373434,http://www.isfdb.org/cgi-bin/title.cgi?11179,/index.php/Rumo_ao_Universo
63,O Tempo das Estrelas,Robert A Heinlein,,1961,Time for the Stars,Mário-Henrique Leiria,,1956,Robert-A-Heinlein,,Mario-Henrique-Leiria,,63-O-Tempo-das-Estrelas,Lima de Freitas,204,Lima-de-Freitas,,62-Rumo-ao-Universo,64-O-Mundo-dos-Draags,http://www.isfdb.org/cgi-bin/pl.cgi?373435,http://www.isfdb.org/cgi-bin/title.cgi?6132,/index.php/O_Tempo_das_Estrelas
64,O Mundo dos Draags,Stefan Wul,,1961,Oms en Série,Mário-Henrique Leiria,,1957,Stefan-Wul,,Mario-Henrique-Leiria,,64-O-Mundo-dos-Draags,Lima de Freitas,155,Lima-de-Freitas,Univers des Draag,63-O-Tempo-das-Estrelas,65-Projectado-no-Futuro,http://www.isfdb.org/cgi-bin/pl.cgi?373436,http://www.isfdb.org/cgi-bin/title.cgi?1044901,/index.php/O_Mundo_dos_Draags
65,Projectado no Futuro,Charles Eric Maine,,1961,Timeliner,Mário-Henrique Leiria,,1955,Charles-Eric-Maine,,Mario-Henrique-Leiria,,65-Projectado-no-Futuro,Lima de Freitas,195,Lima-de-Freitas,,64-O-Mundo-dos-Draags,66-Ortog,http://www.isfdb.org/cgi-bin/pl.cgi?373437,http://www.isfdb.org/cgi-bin/title.cgi?8429,/index.php/Projectado_no_Futuro
66,Ortog,Kurt Steiner,,1961,Aux Armes d'Ortog,Mário-Henrique Leiria,,1960,Kurt-Steiner,,Mario-Henrique-Leiria,,66-Ortog,Lima de Freitas,148,Lima-de-Freitas,Ortog,65-Projectado-no-Futuro,67-O-Homem-que-Vinha-do-Passado,http://www.isfdb.org/cgi-bin/pl.cgi?373438,http://www.isfdb.org/cgi-bin/title.cgi?1090063,/index.php/Ortog
67,O Homem que Vinha do Passado,Theodore Sturgeon,,1962,Venus Plus X,Mário-Henrique Leiria,,1960,Theodore-Sturgeon,,Mario-Henrique-Leiria,,67-O-Homem-que-Vinha-do-Passado,Lima de Freitas,152,Lima-de-Freitas,,66-Ortog,68-O-Espaco-Sera-Pequeno,http://www.isfdb.org/cgi-bin/pl.cgi?373439,http://www.isfdb.org/cgi-bin/title.cgi?924,/index.php/O_Homem_que_Vinha_do_Passado
68,O Espaço Será Pequeno,Fredric Brown,,1962,Space on my Hands,Mário-Henrique Leiria,,1951,Fredric-Brown,,Mario-Henrique-Leiria,,68-O-Espaco-Sera-Pequeno,Lima de Freitas,178,Lima-de-Freitas,,67-O-Homem-que-Vinha-do-Passado,69-Geracao-Galactica,http://www.isfdb.org/cgi-bin/pl.cgi?373440,http://www.isfdb.org/cgi-bin/title.cgi?38038,/index.php/O_Espa%C3%A7o_Ser%C3%A1_Pequeno
69,Geração Galáctica,E C Tubb,,1962,The Space-Born,Fernando de Castro Ferro,,1956,E-C-Tubb,,Fernando-de-Castro-Ferro,,69-Geracao-Galactica,Lima de Freitas,203,Lima-de-Freitas,,68-O-Espaco-Sera-Pequeno,70-Ameaca-dos-Robots,http://www.isfdb.org/cgi-bin/pl.cgi?373442,http://www.isfdb.org/cgi-bin/title.cgi?621593,/index.php/Gera%C3%A7%C3%A3o_Gal%C3%A1ctica
70,Ameaça dos Robots,Isaac Asimov,,1962,The Naked Sun,Fernando de Castro Ferro,,1956,Isaac-Asimov,,Fernando-de-Castro-Ferro,,70-Ameaca-dos-Robots,Lima de Freitas,220,Lima-de-Freitas,Elijah Baley / R. Daneel Olivaw,69-Geracao-Galactica,71-O-Dia-das-Trifides,http://www.isfdb.org/cgi-bin/pl.cgi?373443,http://www.isfdb.org/cgi-bin/title.cgi?1485,/index.php/Amea%C3%A7a_dos_Robots
71,O Dia das Trífides,John Wyndham,,1962,The Day of the Triffids,José Manuel Calafate,,1951,John-Wyndham,,Jose-Manuel-Calafate,,71-O-Dia-das-Trifides,Lima de Freitas,250,Lima-de-Freitas,The Triffids,70-Ameaca-dos-Robots,72-Missao-em-Sidar,http://www.isfdb.org/cgi-bin/pl.cgi?373444,http://www.isfdb.org/cgi-bin/title.cgi?2139,/index.php/O_Dia_das_Tr%C3%ADfides
72,Missão em Sidar,Stefan Wul,,1963,Rayons Pour Sidar,Gomes dos Santos,,1957,Stefan-Wul,,Gomes-dos-Santos,,72-Missao-em-Sidar,Lima de Freitas,151,Lima-de-Freitas,,71-O-Dia-das-Trifides,73-Operacao-Venus,http://www.isfdb.org/cgi-bin/pl.cgi?373445,http://www.isfdb.org/cgi-bin/title.cgi?1179049,/index.php/Miss%C3%A3o_em_Sidar
73,Operação Vénus,Leonid Onochko,,1963,?? ????????? ???????,Rogério Fernandes,,1959,Leonid-Onochko,,Rogerio-Fernandes,,73-Operacao-Venus,Lima de Freitas,184,Lima-de-Freitas,,72-Missao-em-Sidar,74-Colonias-no-Espaco,http://www.isfdb.org/cgi-bin/pl.cgi?373446,http://www.isfdb.org/cgi-bin/title.cgi?1376582,/index.php/Opera%C3%A7%C3%A3o_V%C3%A9nus
74,Colónias no Espaço,E C Tubb,,1963,Alien Dust,Elisa Lopes Ribeiro,,1955,E-C-Tubb,,Elisa-Lopes-Ribeiro,,74-Colonias-no-Espaco,Lima de Freitas,206,Lima-de-Freitas,,73-Operacao-Venus,75-Plano-7,http://www.isfdb.org/cgi-bin/pl.cgi?373447,http://www.isfdb.org/cgi-bin/title.cgi?2685,/index.php/Col%C3%B3nias_no_Espa%C3%A7o
75,Plano 7,Mordecai Roshwald,,1963,Level Seven,Alfredo Augusto Margarido,,1959,Mordecai-Roshwald,,Alfredo-Augusto-Margarido,,75-Plano-7,Lima de Freitas,219,Lima-de-Freitas,,74-Colonias-no-Espaco,76-Degelo-em-2157,http://www.isfdb.org/cgi-bin/pl.cgi?373448,http://www.isfdb.org/cgi-bin/title.cgi?15295,/index.php/Plano_7
76,Degelo em 2157,Stefan Wul,,1963,La Peur Géante,André Varga,,1957,Stefan-Wul,,Andre-Varga,,76-Degelo-em-2157,Lima de Freitas,155,Lima-de-Freitas,,75-Plano-7,77-A-Aldeia-dos-Malditos,http://www.isfdb.org/cgi-bin/pl.cgi?373201,http://www.isfdb.org/cgi-bin/title.cgi?1044880,/index.php/Degelo_em_2157
77,A Aldeia dos Malditos,John Wyndham,,1963,The Midwich Cuckoos,Álvaro Simões,,1957,John-Wyndham,,Alvaro-Simoes,,77-A-Aldeia-dos-Malditos,Lima de Freitas,244,Lima-de-Freitas,,76-Degelo-em-2157,78-Caminhavam-Como-Homens,http://www.isfdb.org/cgi-bin/pl.cgi?373450,http://www.isfdb.org/cgi-bin/title.cgi?7701,/index.php/A_Aldeia_dos_Malditos
78,Caminhavam Como Homens,Clifford D Simak,,1963,They Walked Like Men,Alfredo Augusto Margarido,,1962,Clifford-D-Simak,,Alfredo-Augusto-Margarido,,78-Caminhavam-Como-Homens,Lima de Freitas,203,Lima-de-Freitas,,77-A-Aldeia-dos-Malditos,79-A-Maquina-do-Poder,http://www.isfdb.org/cgi-bin/pl.cgi?373451,http://www.isfdb.org/cgi-bin/title.cgi?14877,/index.php/Caminhavam_Como_Homens
79,A Máquina do Poder,A Higon,,1964,La Machine du Pouvoir,André Varga,,1960,A-Higon,,Andre-Varga,,79-A-Maquina-do-Poder,Lima de Freitas,182,Lima-de-Freitas,,78-Caminhavam-Como-Homens,80-Cidadao-do-Universo,http://www.isfdb.org/cgi-bin/pl.cgi?373452,http://www.isfdb.org/cgi-bin/title.cgi?1118695,/index.php/A_M%C3%A1quina_do_Poder
80,Cidadão do Universo,Francis Carsac,,1964,Pour Patrie l'Espace,Alfredo Augusto Margarido,,1962,Francis-Carsac,,Alfredo-Augusto-Margarido,,80-Cidadao-do-Universo,Lima de Freitas,206,Lima-de-Freitas,,79-A-Maquina-do-Poder,81-O-Signo-do-Cao,http://www.isfdb.org/cgi-bin/pl.cgi?373453,http://www.isfdb.org/cgi-bin/title.cgi?1339006,/index.php/Cidad%C3%A3o_do_Universo
81,O Signo do Cão,Jean Hougron,,1964,Le Signe du Chien,André Varga,,1961,Jean-Hougron,,Andre-Varga,,81-O-Signo-do-Cao,Lima de Freitas,178,Lima-de-Freitas,,80-Cidadao-do-Universo,82-Emissarios-do-Futuro,http://www.isfdb.org/cgi-bin/pl.cgi?373454,http://www.isfdb.org/cgi-bin/title.cgi?1040289,/index.php/O_Signo_do_C%C3%A3o
82,Emissários do Futuro,Gérard Klein,,1964,Le Temps n'a pas d'Odeur,Rogério Fernandes,,1963,Gerard-Klein,,Rogerio-Fernandes,,82-Emissarios-do-Futuro,Lima de Freitas,155,Lima-de-Freitas,,81-O-Signo-do-Cao,83-O-Satelite-Sombrio,http://www.isfdb.org/cgi-bin/pl.cgi?373456,http://www.isfdb.org/cgi-bin/title.cgi?7382,/index.php/Emiss%C3%A1rios_do_Futuro
83,O Satélite Sombrio,Jérome Sériel,,1964,Le Satellite Sombre,Gomes dos Santos,,1962,Jerome-Seriel,,Gomes-dos-Santos,,83-O-Satelite-Sombrio,Lima de Freitas,181,Lima-de-Freitas,,82-Emissarios-do-Futuro,84-A-Nuvem-Negra,http://www.isfdb.org/cgi-bin/pl.cgi?373457,http://www.isfdb.org/cgi-bin/title.cgi?1376612,/index.php/O_Sat%C3%A9lite_Sombrio
84,A Nuvem Negra,Fred Hoyle,,1964,The Black Cloud,Artur Portela Filho,,1959,Fred-Hoyle,,Artur-Portela-Filho,,84-A-Nuvem-Negra,Lima de Freitas,242,Lima-de-Freitas,,83-O-Satelite-Sombrio,85-O-Templo-do-Passado,http://www.isfdb.org/cgi-bin/pl.cgi?373458,http://www.isfdb.org/cgi-bin/title.cgi?2355,/index.php/A_Nuvem_Negra
85,O Templo do Passado,Stefan Wul,,1964,Le Temple du Passé,André Varga,,1957,Stefan-Wul,,Andre-Varga,,85-O-Templo-do-Passado,Lima de Freitas,149,Lima-de-Freitas,,84-A-Nuvem-Negra,86-Fundacao-e-Imperio,http://www.isfdb.org/cgi-bin/pl.cgi?373459,http://www.isfdb.org/cgi-bin/title.cgi?6874,/index.php/O_Templo_do_Passado
86,Fundação e Império,Isaac Asimov,,1964,Foundation and Empire,Alfredo Margarido,,1952,Isaac-Asimov,,Alfredo-Margarido,,86-Fundacao-e-Imperio,Lima de Freitas,238,Lima-de-Freitas,Foundation,85-O-Templo-do-Passado,87-A-Astronave-da-Esperanca,http://www.isfdb.org/cgi-bin/pl.cgi?373460,http://www.isfdb.org/cgi-bin/title.cgi?17331,/index.php/Funda%C3%A7%C3%A3o_e_Imp%C3%A9rio
87,A Astronave da Esperança,Edmund Cooper,,1964,Seed of Light,Fernanda Pinto Rodrigues,,1959,Edmund-Cooper,,Fernanda-Pinto-Rodrigues,,87-A-Astronave-da-Esperanca,Lima de Freitas,205,Lima-de-Freitas,,86-Fundacao-e-Imperio,88-A-Era-dos-Biocibs,http://www.isfdb.org/cgi-bin/pl.cgi?373461,http://www.isfdb.org/cgi-bin/title.cgi?9017,/index.php/A_Astronave_da_Esperan%C3%A7a
88,A Era dos Biocibs,Jimmy Guieu,,1964,L'Ére des Byocibs,Gomes dos Santos,,1960,Jimmy-Guieu,,Gomes-dos-Santos,,88-A-Era-dos-Biocibs,Lima de Freitas,179,Lima-de-Freitas,,87-A-Astronave-da-Esperanca,89-Segunda-Fundacao,http://www.isfdb.org/cgi-bin/pl.cgi?373462,http://www.isfdb.org/cgi-bin/title.cgi?1376618,/index.php/A_Era_dos_Biocibs
89,Segunda Fundação,Isaac Asimov,,1964,Second Foundation,Sousa Victorino,,1953,Isaac-Asimov,,Sousa-Victorino,,89-Segunda-Fundacao,Lima de Freitas,220,Lima-de-Freitas,Foundation,88-A-Era-dos-Biocibs,90-Armadilha-em-Zarkass,http://www.isfdb.org/cgi-bin/pl.cgi?373463,http://www.isfdb.org/cgi-bin/title.cgi?17095,/index.php/Segunda_Funda%C3%A7%C3%A3o
90,Armadilha em Zarkass,Stefan Wul,,1964,Piège sur Zarkass,Álvaro Simões,,1958,Stefan-Wul,,Alvaro-Simoes,,90-Armadilha-em-Zarkass,Lima de Freitas,181,Lima-de-Freitas,,89-Segunda-Fundacao,91-A-Guerra-Contra-o-Rull,http://www.isfdb.org/cgi-bin/pl.cgi?373471,http://www.isfdb.org/cgi-bin/title.cgi?1192028,/index.php/Armadilha_em_Zarkass
91,A Guerra Contra o Rull,A E Van Vogt,,1965,The War Against the Rull,Fernanda Pinto Rodrigues,,1959,A-E-Van-Vogt,,Fernanda-Pinto-Rodrigues,,91-A-Guerra-Contra-o-Rull,Lima de Freitas,216,Lima-de-Freitas,Rull,90-Armadilha-em-Zarkass,92-Luta-Intergalactica,http://www.isfdb.org/cgi-bin/pl.cgi?373510,http://www.isfdb.org/cgi-bin/title.cgi?899,/index.php/A_Guerra_Contra_o_Rull
92,Luta Intergaláctica,Edmond Hamilton,,1965,Outside the Universe,Jorge Fonseca,,1929,Edmond-Hamilton,,Jorge-Fonseca,,92-Luta-Intergalactica,Lima de Freitas,174,Lima-de-Freitas,Interstellar Patrol,91-A-Guerra-Contra-o-Rull,93-As-Maquinas-da-Alegria,http://www.isfdb.org/cgi-bin/pl.cgi?373511,http://www.isfdb.org/cgi-bin/title.cgi?20172,/index.php/Luta_Intergal%C3%A1ctica
93,As Máquinas da Alegria,Ray Bradbury,,1965,The Machineries of Joy,Mário Braga,Maria Isabel Morna Braga,1964,Ray-Bradbury,,Mario-Braga,Maria-Isabel-Morna-Braga,93-As-Maquinas-da-Alegria,Lima de Freitas,171,Lima-de-Freitas,,92-Luta-Intergalactica,94-S-O-S-Lua,http://www.isfdb.org/cgi-bin/pl.cgi?373512,http://www.isfdb.org/cgi-bin/title.cgi?38080,/index.php/As_M%C3%A1quinas_da_Alegria_(colect%C3%A2nea)
94,S O S Lua,Arthur C Clarke,,1965,A Fall of Moondust,Jorge Fonseca,,1961,Arthur-C-Clarke,,Jorge-Fonseca,,94-S-O-S-Lua,Lima de Freitas,149,Lima-de-Freitas,,93-As-Maquinas-da-Alegria,95-Naufragos-da-Lua,http://www.isfdb.org/cgi-bin/pl.cgi?373513,http://www.isfdb.org/cgi-bin/title.cgi?1969,/index.php/S._O._S._Lua
95,Náufragos da Lua,Arthur C Clarke,,1965,A Fall of Moondust,Jorge Fonseca,,1961,Arthur-C-Clarke,,Jorge-Fonseca,,95-Naufragos-da-Lua,Lima de Freitas,171,Lima-de-Freitas,,94-S-O-S-Lua,96-2000-Ano-de-Terror,http://www.isfdb.org/cgi-bin/pl.cgi?373514,http://www.isfdb.org/cgi-bin/title.cgi?1969,/index.php/N%C3%A1ufragos_da_Lua
96,2000 Ano de Terror,Charles Eric Maine,,1965,Crisis 2000,Fernanda Pinto Rodrigues,,1959,Charles-Eric-Maine,,Fernanda-Pinto-Rodrigues,,96-2000-Ano-de-Terror,Lima de Freitas,238,Lima-de-Freitas,,95-Naufragos-da-Lua,97-O-Abismo-de-Chicago,http://www.isfdb.org/cgi-bin/pl.cgi?373515,http://www.isfdb.org/cgi-bin/title.cgi?8418,/index.php/2000:_Ano_de_Terror
97,O Abismo de Chicago,Ray Bradbury,,1965,The Machineries of Joy,Mário Braga,Maria Isabel Morna Braga,1964,Ray-Bradbury,,Mario-Braga,Maria-Isabel-Morna-Braga,97-O-Abismo-de-Chicago,Lima de Freitas,146,Lima-de-Freitas,,96-2000-Ano-de-Terror,98-Ameaca-de-Andromeda,http://www.isfdb.org/cgi-bin/pl.cgi?373516,http://www.isfdb.org/cgi-bin/title.cgi?58364,/index.php/O_Abismo_de_Chicago
98,Ameaça de Andrómeda,Fred Hoyle,J Elliot,1965,A for Andromeda,Jorge Fonseca,,1962,Fred-Hoyle,J-Elliot,Jorge-Fonseca,,98-Ameaca-de-Andromeda,Lima de Freitas,242,Lima-de-Freitas,Andromeda,97-O-Abismo-de-Chicago,99-Os-Amotinados-do-Polar-Lion,http://www.isfdb.org/cgi-bin/pl.cgi?373517,http://www.isfdb.org/cgi-bin/title.cgi?767,/index.php/Amea%C3%A7a_de_Andr%C3%B3meda
99,Os Amotinados do Polar Lion,Mordecai Roshwald,,1965,A Small Armageddon,Mário Braga,Maria Isabel Morna Braga,1962,Mordecai-Roshwald,,Mario-Braga,Maria-Isabel-Morna-Braga,99-Os-Amotinados-do-Polar-Lion,Lima de Freitas,215,Lima-de-Freitas,,98-Ameaca-de-Andromeda,100-De-Julio-Verne-aos-Astronautas,http://www.isfdb.org/cgi-bin/pl.cgi?373518,http://www.isfdb.org/cgi-bin/title.cgi?241151,/index.php/Os_Amotinados_do_Polar_Lion
100,De Júlio Verne aos Astronautas,Vários,Lima de Freitas (ed.),1965,,Lima de Freitas,,1965,Lima-de-Freitas,,Lima-de-Freitas,,100-De-Julio-Verne-aos-Astronautas,Lima de Freitas,418,Lima-de-Freitas,,99-Os-Amotinados-do-Polar-Lion,101-Nova-Ameaca-de-Andromeda,http://www.isfdb.org/cgi-bin/pl.cgi?373519,http://www.isfdb.org/cgi-bin/pl.cgi?373519,/index.php/De_J%C3%BAlio_Verne_aos_Astronautas
101,Nova Ameaça de Andrómeda,Fred Hoyle,J Elliot,1965,Andromeda Breakthrough,Jorge Fonseca,,1965,Fred-Hoyle,J-Elliot,Jorge-Fonseca,,101-Nova-Ameaca-de-Andromeda,Lima de Freitas,246,Lima-de-Freitas,Andromeda,100-De-Julio-Verne-aos-Astronautas,102-A-Guerra-das-Salamandras,http://www.isfdb.org/cgi-bin/pl.cgi?373520,http://www.isfdb.org/cgi-bin/title.cgi?768,/index.php/Nova_Amea%C3%A7a_de_Andr%C3%B3meda
102,A Guerra das Salamandras,Karel Capek,,1965,Válka s Mloky,Lima de Freitas,,1936,Karel-Capek,,Lima-de-Freitas,,102-A-Guerra-das-Salamandras,Lima de Freitas,102,Lima-de-Freitas,,101-Nova-Ameaca-de-Andromeda,103-Perdido-no-Espaco-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373521,http://www.isfdb.org/cgi-bin/title.cgi?1041752,/index.php/A_Guerra_das_Salamandras
103,Perdido no Espaço 1º volume,Martin Caidin,,1966,Marooned,Eurico da Fonseca,,1964,Martin-Caidin,,Eurico-da-Fonseca,,103-Perdido-no-Espaco-1-volume,Lima de Freitas,212,Lima-de-Freitas,,102-A-Guerra-das-Salamandras,104-Perdido-no-Espaco-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373522,http://www.isfdb.org/cgi-bin/title.cgi?4750,"/index.php/Perdido_no_Espa%C3%A7o_(LdB,_1966,_1%C2%BA_volume)"
104,Perdido no Espaço 2º volume,Martin Caidin,,1966,Marooned,Eurico da Fonseca,,1964,Martin-Caidin,,Eurico-da-Fonseca,,104-Perdido-no-Espaco-2-volume,Lima de Freitas,213,Lima-de-Freitas,,103-Perdido-no-Espaco-1-volume,105-Engenheiros-Cosmicos,http://www.isfdb.org/cgi-bin/pl.cgi?373523,http://www.isfdb.org/cgi-bin/title.cgi?4750,"/index.php/Perdido_no_Espa%C3%A7o_(LdB,_1966,_2%C2%BA_volume)"
105,Engenheiros Cósmicos,Clifford D Simak,,1966,Cosmic Engineers,Mário Braga,Maria Isabel Morna Braga,1962,Clifford-D-Simak,,Mario-Braga,Maria-Isabel-Morna-Braga,105-Engenheiros-Cosmicos,Lima de Freitas,209,Lima-de-Freitas,,104-Perdido-no-Espaco-2-volume,106-O-Virus-Destruidor,http://www.isfdb.org/cgi-bin/pl.cgi?373524,http://www.isfdb.org/cgi-bin/title.cgi?11453,/index.php/Engenheiros_C%C3%B3smicos
106,O Vírus Destruidor,Charles Eric Maine,,1966,The Darkest of Nights,Eurico Fonseca,,1964,Charles-Eric-Maine,,Eurico-Fonseca,,106-O-Virus-Destruidor,Lima de Freitas,260,Lima-de-Freitas,,105-Engenheiros-Cosmicos,107-O-Imperio-dos-Mutantes,http://www.isfdb.org/cgi-bin/pl.cgi?373525,http://www.isfdb.org/cgi-bin/title.cgi?8419,/index.php/O_V%C3%ADrus_Destruidor
107,O Império dos Mutantes,Stefan Wul,,1966,La Mort Vivante,Amadeu Lopes Sabino,,1958,Stefan-Wul,,Amadeu-Lopes-Sabino,,107-O-Imperio-dos-Mutantes,Lima de Freitas,171,Lima-de-Freitas,,106-O-Virus-Destruidor,108-A-Cidade-Fantastica,http://www.isfdb.org/cgi-bin/pl.cgi?373526,http://www.isfdb.org/cgi-bin/title.cgi?1193777,/index.php/O_Imp%C3%A9rio_dos_Mutantes
108,A Cidade Fantástica,Ray Bradbury,,1966,Dandelion Wine,Jorge Rosa,,1957,Ray-Bradbury,,Jorge-Rosa,,108-A-Cidade-Fantastica,Lima de Freitas,243,Lima-de-Freitas,,107-O-Imperio-dos-Mutantes,109-Cataclismo-Solar,http://www.isfdb.org/cgi-bin/pl.cgi?373527,http://www.isfdb.org/cgi-bin/title.cgi?13569,/index.php/A_Cidade_Fant%C3%A1stica
109,Cataclismo Solar,J G Ballard,,1966,The Drowned World,Mário Braga,Maria Isabel Morna Braga,1962,J-G-Ballard,,Mario-Braga,Maria-Isabel-Morna-Braga,109-Cataclismo-Solar,Lima de Freitas,203,Lima-de-Freitas,,108-A-Cidade-Fantastica,110-Estrelas-Inimigas,http://www.isfdb.org/cgi-bin/pl.cgi?373528,http://www.isfdb.org/cgi-bin/title.cgi?3568,/index.php/Cataclismo_Solar
110,Estrelas Inimigas,Poul Anderson,,1966,The Enemy Stars,Eurico da Fonseca,,1959,Poul-Anderson,,Eurico-da-Fonseca,,110-Estrelas-Inimigas,Lima de Freitas,150,Lima-de-Freitas,,109-Cataclismo-Solar,111-Escala-no-Tempo,http://www.isfdb.org/cgi-bin/pl.cgi?373529,http://www.isfdb.org/cgi-bin/title.cgi?31505,/index.php/Estrelas_Inimigas
111,Escala no Tempo,Robert A Heinlein,,1966,The Door into Summer,Eurico da Fonseca,,1957,Robert-A-Heinlein,,Eurico-da-Fonseca,,111-Escala-no-Tempo,Lima de Freitas,241,Lima-de-Freitas,,110-Estrelas-Inimigas,112-As-Flores-que-Pensam,http://www.isfdb.org/cgi-bin/pl.cgi?373530,http://www.isfdb.org/cgi-bin/title.cgi?2084,/index.php/Escala_no_Tempo
112,As Flores que Pensam,Clifford D Simak,,1966,All Flesh is Grass,Eurico da Fonseca,,1965,Clifford-D-Simak,,Eurico-da-Fonseca,,112-As-Flores-que-Pensam,Lima de Freitas,249,Lima-de-Freitas,,111-Escala-no-Tempo,113-O-Planeta-da-Utopia,http://www.isfdb.org/cgi-bin/pl.cgi?373531,http://www.isfdb.org/cgi-bin/title.cgi?2439,/index.php/As_Flores_que_Pensam
113,O Planeta da Utopia,Murray Leinster,,1966,The Duplicators,Eurico da Fonseca,,1964,Murray-Leinster,,Eurico-da-Fonseca,,113-O-Planeta-da-Utopia,Lima de Freitas,175,Lima-de-Freitas,,112-As-Flores-que-Pensam,114-A-Astronave-Pirata,http://www.isfdb.org/cgi-bin/pl.cgi?373532,http://www.isfdb.org/cgi-bin/title.cgi?3554,/index.php/O_Planeta_da_Utopia
114,A Astronave Pirata,A E Van Vogt,,1966,Rogue Ship,Eurico da Fonseca,,1965,A-E-Van-Vogt,,Eurico-da-Fonseca,,114-A-Astronave-Pirata,Lima de Freitas,211,Lima-de-Freitas,Centaurus,113-O-Planeta-da-Utopia,115-O-Mundo-de-Cristal,http://www.isfdb.org/cgi-bin/pl.cgi?373533,http://www.isfdb.org/cgi-bin/title.cgi?14246,/index.php/A_Astronave_Pirata
115,O Mundo de Cristal,J G Ballard,,1967,The Crystal World,Eurico da Fonseca,,1966,J-G-Ballard,,Eurico-da-Fonseca,,115-O-Mundo-de-Cristal,Lima de Freitas,177,Lima-de-Freitas,,114-A-Astronave-Pirata,116-A-Batalha-do-Vacuo,http://www.isfdb.org/cgi-bin/pl.cgi?373261,http://www.isfdb.org/cgi-bin/title.cgi?3570,/index.php/O_Mundo_de_Cristal
116,A Batalha do Vácuo,Charles Eric Maine,,1967,High Vacuum,Eurico da Fonseca,,1955,Charles-Eric-Maine,,Eurico-da-Fonseca,,116-A-Batalha-do-Vacuo,Lima de Freitas,177,Lima-de-Freitas,,115-O-Mundo-de-Cristal,117-As-Cidades-Mortas,http://www.isfdb.org/cgi-bin/pl.cgi?373534,http://www.isfdb.org/cgi-bin/title.cgi?8422,/index.php/A_Batalha_do_V%C3%A1cuo
117,As Cidades Mortas,Clifford D Simak,,1967,City,Eurico da Fonseca,,1952,Clifford-D-Simak,,Eurico-da-Fonseca,,117-As-Cidades-Mortas,Lima de Freitas,253,Lima-de-Freitas,City,116-A-Batalha-do-Vacuo,118-O-Planeta-Esquecido,http://www.isfdb.org/cgi-bin/pl.cgi?373535,http://www.isfdb.org/cgi-bin/title.cgi?23788,/index.php/As_Cidades_Mortas
118,O Planeta Esquecido,Murray Leinster,,1967,Forgotten Planet,Eurico da Fonseca,,1954,Murray-Leinster,,Eurico-da-Fonseca,,118-O-Planeta-Esquecido,Lima de Freitas,145,Lima-de-Freitas,,117-As-Cidades-Mortas,119-Revolta-na-Lua-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373536,http://www.isfdb.org/cgi-bin/title.cgi?1908,/index.php/O_Planeta_Esquecido
119,Revolta na Lua 1º volume,Robert A Heinlein,,1967,The Moon is a Harsh Mistress,Eurico da Fonseca,,1966,Robert-A-Heinlein,,Eurico-da-Fonseca,,119-Revolta-na-Lua-1-volume,Lima de Freitas,220,Lima-de-Freitas,,118-O-Planeta-Esquecido,120-Revolta-na-Lua-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373537,http://www.isfdb.org/cgi-bin/title.cgi?1502,"/index.php/Revolta_na_Lua_(LdB,_1967,_1%C2%BA_volume)"
